date,DMA_Code,channel,spend,impressions,clicks
2021-09-01,503,emails,14.0,0.0,0.0
2020-10-01,504,display_hcp,11985.048,215061.0,185.0
2020-10-01,504,display_dtc,0.0,0.0,0.0
2020-10-01,504,paidsearch_hcp,8338.0,6928.0,874.0
2020-10-01,504,meetings,0.0,0.0,0.0
2020-10-01,504,teledetails,0.0,0.0,0.0
2020-10-01,504,emails,28.0,0.0,0.0
2020-11-01,504,display_hcp,11361.5989,201439.0,137.0
2020-11-01,504,display_dtc,0.0,0.0,0.0
2020-11-01,504,paidsearch_hcp,38487.0,102852.0,8064.0
2020-11-01,504,meetings,0.0,0.0,0.0
2020-11-01,504,teledetails,1.0,0.0,0.0
2020-11-01,504,emails,15.0,0.0,0.0
2020-12-01,504,display_hcp,10244.3123,167381.0,125.0
2020-12-01,504,display_dtc,0.0,0.0,0.0
2020-12-01,504,paidsearch_hcp,37241.0,109993.0,8396.0
2020-12-01,504,meetings,0.0,0.0,0.0
2020-12-01,504,teledetails,0.0,0.0,0.0
2020-12-01,504,emails,6.0,0.0,0.0
2021-01-01,504,display_hcp,16597.487999999998,245879.0,245.0
2021-01-01,504,display_dtc,0.0,0.0,0.0
2021-01-01,504,paidsearch_hcp,18462.0,63174.0,4953.0
2021-01-01,504,meetings,0.0,0.0,0.0
2021-01-01,504,teledetails,1.0,0.0,0.0
2021-01-01,504,emails,2.0,0.0,0.0
2021-02-01,504,display_hcp,18033.5989,342989.0,447.0
2021-02-01,504,display_dtc,0.0,0.0,0.0
2021-02-01,504,paidsearch_hcp,19381.0,67475.0,5391.0
2021-02-01,504,meetings,0.0,0.0,0.0
2021-02-01,504,teledetails,0.0,0.0,0.0
2021-02-01,504,emails,3.0,0.0,0.0
2021-03-01,504,display_hcp,16596.7208,310684.0,294.0
2021-03-01,504,display_dtc,0.0,0.0,0.0
2021-03-01,504,paidsearch_hcp,20659.0,58046.0,4971.0
2021-03-01,504,meetings,0.0,0.0,0.0
2021-03-01,504,teledetails,0.0,0.0,0.0
2021-03-01,504,emails,3.0,0.0,0.0
2021-04-01,504,display_hcp,5650.27517698,75948.9998322,144.77982365999998
2021-04-01,504,display_dtc,0.0,0.0,0.0
2021-04-01,504,paidsearch_hcp,11392.0,20218.0,2540.0
2021-04-01,504,meetings,0.0,0.0,0.0
2021-04-01,504,teledetails,1.0,0.0,0.0
2021-04-01,504,emails,1.0,0.0,0.0
2021-05-01,504,display_hcp,8906.97611361,171518.9995703,357.25893872
2021-05-01,504,display_dtc,0.0,0.0,0.0
2021-05-01,504,paidsearch_hcp,11524.43,17712.0,2260.0
2021-05-01,504,meetings,0.0,0.0,0.0
2021-05-01,504,teledetails,0.0,0.0,0.0
2021-05-01,504,emails,0.0,0.0,0.0
2021-06-01,504,display_hcp,8752.417939519999,235667.99938589998,512.84927729
2021-06-01,504,display_dtc,0.0,0.0,0.0
2021-06-01,504,paidsearch_hcp,15260.67,23228.0,2615.0
2021-06-01,504,meetings,0.0,0.0,0.0
2021-06-01,504,teledetails,3.0,0.0,0.0
2021-06-01,504,emails,0.0,0.0,0.0
2021-07-01,504,display_hcp,14002.1322,235787.0,259.0
2021-07-01,504,display_dtc,168031.68342790002,12625625.0,9662.0
2021-07-01,504,paidsearch_hcp,22266.309999999998,50766.0,4220.0
2021-07-01,504,meetings,0.0,0.0,0.0
2021-07-01,504,teledetails,3.0,0.0,0.0
2021-07-01,504,emails,0.0,0.0,0.0
2021-08-01,504,display_hcp,12491.404,286352.0,214.0
2021-08-01,504,display_dtc,204097.95554249999,20164326.0,11766.0
2021-08-01,504,paidsearch_hcp,20488.3,55474.0,4269.0
2021-08-01,504,meetings,0.0,0.0,0.0
2021-08-01,504,teledetails,5.0,0.0,0.0
2021-08-01,504,emails,1.0,0.0,0.0
2021-09-01,504,display_hcp,13102.4024,314719.0,111.0
2021-09-01,504,display_dtc,199424.9670783,18751542.0,11884.0
2021-09-01,504,paidsearch_hcp,19185.3,55624.0,4166.0
2021-09-01,504,meetings,0.0,0.0,0.0
2021-09-01,504,teledetails,1.0,0.0,0.0
2021-09-01,504,emails,12.0,0.0,0.0
2020-10-01,505,display_hcp,18464.075100000002,320967.0,298.0
2020-10-01,505,display_dtc,0.0,0.0,0.0
2020-10-01,505,paidsearch_hcp,14320.0,11681.0,1508.0
2020-10-01,505,meetings,0.0,0.0,0.0
2020-10-01,505,teledetails,0.0,0.0,0.0
2020-10-01,505,emails,27.0,0.0,0.0
2020-11-01,505,display_hcp,18227.5746,307469.0,201.0
2020-11-01,505,display_dtc,0.0,0.0,0.0
2020-11-01,505,paidsearch_hcp,63571.0,170265.0,13351.0
2020-11-01,505,meetings,0.0,0.0,0.0
2020-11-01,505,teledetails,1.0,0.0,0.0
2020-11-01,505,emails,13.0,0.0,0.0
2020-12-01,505,display_hcp,15897.7638,248941.0,177.0
2020-12-01,505,display_dtc,0.0,0.0,0.0
2020-12-01,505,paidsearch_hcp,61881.0,182947.0,13587.0
2020-12-01,505,meetings,0.0,0.0,0.0
2020-12-01,505,teledetails,1.0,0.0,0.0
2020-12-01,505,emails,6.0,0.0,0.0
2021-01-01,505,display_hcp,25741.2483,364333.0,389.0
2021-01-01,505,display_dtc,0.0,0.0,0.0
2021-01-01,505,paidsearch_hcp,31076.0,103653.0,8081.0
2021-01-01,505,meetings,0.0,0.0,0.0
2021-01-01,505,teledetails,1.0,0.0,0.0
2021-01-01,505,emails,1.0,0.0,0.0
2021-02-01,505,display_hcp,25662.979900000002,479144.0,672.0
2021-02-01,505,display_dtc,0.0,0.0,0.0
2021-02-01,505,paidsearch_hcp,32554.0,113907.0,8864.0
2021-02-01,505,meetings,0.0,0.0,0.0
2021-02-01,505,teledetails,2.0,0.0,0.0
2021-02-01,505,emails,5.0,0.0,0.0
2021-03-01,505,display_hcp,25857.534900000002,476419.0,463.0
2021-03-01,505,display_dtc,0.0,0.0,0.0
2021-03-01,505,paidsearch_hcp,34818.0,95910.0,8115.0
2021-03-01,505,meetings,0.0,0.0,0.0
2021-03-01,505,teledetails,0.0,0.0,0.0
2021-03-01,505,emails,0.0,0.0,0.0
2021-04-01,505,display_hcp,9024.038494670001,114675.99983269999,218.419329
2021-04-01,505,display_dtc,0.0,0.0,0.0
2021-04-01,505,paidsearch_hcp,18581.0,33252.0,4127.0
2021-04-01,505,meetings,0.0,0.0,0.0
2021-04-01,505,teledetails,0.0,0.0,0.0
2021-04-01,505,emails,0.0,0.0,0.0
2021-05-01,505,display_hcp,13202.802849149999,245605.9995565,509.59281859000004
2021-05-01,505,display_dtc,0.0,0.0,0.0
2021-05-01,505,paidsearch_hcp,18305.68,29179.0,3497.0
2021-05-01,505,meetings,0.0,0.0,0.0
2021-05-01,505,teledetails,4.0,0.0,0.0
2021-05-01,505,emails,2.0,0.0,0.0
2021-06-01,505,display_hcp,13192.83077037,341115.9993501,740.36762635
2021-06-01,505,display_dtc,0.0,0.0,0.0
2021-06-01,505,paidsearch_hcp,25754.31,38874.0,4382.0
2021-06-01,505,meetings,0.0,0.0,0.0
2021-06-01,505,teledetails,2.0,0.0,0.0
2021-06-01,505,emails,0.0,0.0,0.0
2021-07-01,505,display_hcp,22698.5998,376368.0,421.0
2021-07-01,505,display_dtc,278362.9646285,21254305.0,17788.0
2021-07-01,505,paidsearch_hcp,36344.85,83252.0,6846.0
2021-07-01,505,meetings,0.0,0.0,0.0
2021-07-01,505,teledetails,2.0,0.0,0.0
2021-07-01,505,emails,0.0,0.0,0.0
2021-08-01,505,display_hcp,20040.8544,477099.0,352.0
2021-08-01,505,display_dtc,343325.6012712,32562135.0,20034.0
2021-08-01,505,paidsearch_hcp,34800.200000000004,93167.0,7167.0
2021-08-01,505,meetings,0.0,0.0,0.0
2021-08-01,505,teledetails,2.0,0.0,0.0
2021-08-01,505,emails,0.0,0.0,0.0
2021-09-01,505,display_hcp,23906.8881,556611.0,181.0
2021-09-01,505,display_dtc,329297.4775197,29338192.0,19185.0
2021-09-01,505,paidsearch_hcp,31978.22,90236.0,6890.0
2021-09-01,505,meetings,0.0,0.0,0.0
2021-09-01,505,teledetails,2.0,0.0,0.0
2021-09-01,505,emails,14.0,0.0,0.0
2020-10-01,506,display_hcp,10969.8144,194852.0,154.0
2020-10-01,506,display_dtc,0.0,0.0,0.0
2020-10-01,506,paidsearch_hcp,8057.0,7015.0,838.0
2020-10-01,506,meetings,0.0,0.0,0.0
2020-10-01,506,teledetails,0.0,0.0,0.0
2020-10-01,506,emails,32.0,0.0,0.0
2020-11-01,506,display_hcp,10813.8376,186504.0,128.0
2020-11-01,506,display_dtc,0.0,0.0,0.0
2020-11-01,506,paidsearch_hcp,38918.0,106638.0,8343.0
2020-11-01,506,meetings,0.0,0.0,0.0
2020-11-01,506,teledetails,0.0,0.0,0.0
2020-11-01,506,emails,15.0,0.0,0.0
2020-12-01,506,display_hcp,10025.9684,159323.0,117.0
2020-12-01,506,display_dtc,0.0,0.0,0.0
2020-12-01,506,paidsearch_hcp,37622.0,115015.0,8536.0
2020-12-01,506,meetings,0.0,0.0,0.0
2020-12-01,506,teledetails,0.0,0.0,0.0
2020-12-01,506,emails,12.0,0.0,0.0
2021-01-01,506,display_hcp,15927.4545,232616.0,254.0
2021-01-01,506,display_dtc,0.0,0.0,0.0
2021-01-01,506,paidsearch_hcp,18499.0,64992.0,5198.0
2021-01-01,506,meetings,0.0,0.0,0.0
2021-01-01,506,teledetails,0.0,0.0,0.0
2021-01-01,506,emails,4.0,0.0,0.0
2021-02-01,506,display_hcp,17397.0518,327425.0,431.0
2021-02-01,506,display_dtc,0.0,0.0,0.0
2021-02-01,506,paidsearch_hcp,20604.0,73306.0,5763.0
2021-02-01,506,meetings,0.0,0.0,0.0
2021-02-01,506,teledetails,0.0,0.0,0.0
2021-02-01,506,emails,7.0,0.0,0.0
2021-03-01,506,display_hcp,16493.516,307092.0,288.0
2021-03-01,506,display_dtc,0.0,0.0,0.0
2021-03-01,506,paidsearch_hcp,21273.0,60874.0,5237.0
2021-03-01,506,meetings,0.0,0.0,0.0
2021-03-01,506,teledetails,0.0,0.0,0.0
2021-03-01,506,emails,1.0,0.0,0.0
2021-04-01,506,display_hcp,5311.91851613,69763.9998196,132.64124031
2021-04-01,506,display_dtc,0.0,0.0,0.0
2021-04-01,506,paidsearch_hcp,11052.0,20590.0,2634.0
2021-04-01,506,meetings,0.0,0.0,0.0
2021-04-01,506,teledetails,0.0,0.0,0.0
2021-04-01,506,emails,3.0,0.0,0.0
2021-05-01,506,display_hcp,7956.95973275,149042.999544,308.72704577
2021-05-01,506,display_dtc,0.0,0.0,0.0
2021-05-01,506,paidsearch_hcp,11251.03,18030.0,2234.0
2021-05-01,506,meetings,0.0,0.0,0.0
2021-05-01,506,teledetails,0.0,0.0,0.0
2021-05-01,506,emails,0.0,0.0,0.0
2021-06-01,506,display_hcp,8028.110734469999,208058.99937,450.83072989
2021-06-01,506,display_dtc,0.0,0.0,0.0
2021-06-01,506,paidsearch_hcp,15383.71,23912.0,2698.0
2021-06-01,506,meetings,0.0,0.0,0.0
2021-06-01,506,teledetails,1.0,0.0,0.0
2021-06-01,506,emails,0.0,0.0,0.0
2021-07-01,506,display_hcp,13877.8214,230331.0,239.0
2021-07-01,506,display_dtc,169042.2093208,10628748.0,9152.0
2021-07-01,506,paidsearch_hcp,22177.38,52152.0,4238.0
2021-07-01,506,meetings,0.0,0.0,0.0
2021-07-01,506,teledetails,1.0,0.0,0.0
2021-07-01,506,emails,1.0,0.0,0.0
2021-08-01,506,display_hcp,12478.953399999999,290898.0,216.0
2021-08-01,506,display_dtc,207595.443122,17010571.0,10866.0
